,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,-425237000.0,87364000.0,224787000.0,99655000.0
Repayment Of Debt,-203454000.0,-211162000.0,-140983000.0,-148468000.0
Issuance Of Debt,,,,30554000.0
Issuance Of Capital Stock,,0.0,0.0,5697000.0
Capital Expenditure,-572000.0,-2810000.0,-8000000.0,-55646000.0
Interest Paid Supplemental Data,1357102000.0,1386180000.0,656957000.0,345091000.0
End Cash Position,137792000.0,575235000.0,287188000.0,77470000.0
Beginning Cash Position,575235000.0,287188000.0,77470000.0,94132000.0
Effect Of Exchange Rate Changes,39416000.0,46131000.0,53314000.0,-2870000.0
Changes In Cash,-476859000.0,241916000.0,156404000.0,-13792000.0
Financing Cash Flow,-51622000.0,154552000.0,-68383000.0,-113447000.0
Cash Flow From Continuing Financing Activities,-51622000.0,154552000.0,-68383000.0,-113447000.0
Net Other Financing Charges,194400000.0,372900000.0,72600000.0,-1230000.0
Interest Paid Cff,-42568000.0,-7186000.0,0.0,0.0
Cash Dividends Paid,0.0,0.0,0.0,0.0
Net Common Stock Issuance,,0.0,0.0,5697000.0
Common Stock Issuance,,0.0,0.0,5697000.0
Net Issuance Payments Of Debt,-203454000.0,-211162000.0,-140983000.0,-117914000.0
Net Long Term Debt Issuance,-203454000.0,-211162000.0,-140983000.0,-117914000.0
Long Term Debt Payments,-203454000.0,-211162000.0,-140983000.0,-148468000.0
Long Term Debt Issuance,,,,30554000.0
Investing Cash Flow,-572000.0,-2810000.0,-8000000.0,-55646000.0
Cash Flow From Continuing Investing Activities,-572000.0,-2810000.0,-8000000.0,-55646000.0
Dividends Received Cfi,0.0,,,
Net Business Purchase And Sale,0.0,,,
Purchase Of Business,0.0,,,
Net Intangibles Purchase And Sale,0.0,0.0,-5767000.0,-9977000.0
Purchase Of Intangibles,0.0,0.0,-5767000.0,-9977000.0
Net PPE Purchase And Sale,-572000.0,-2810000.0,-2233000.0,-45669000.0
Purchase Of PPE,-572000.0,-2810000.0,-2233000.0,-45669000.0
Operating Cash Flow,-424665000.0,90174000.0,232787000.0,155301000.0
Cash Flow From Continuing Operating Activities,-424665000.0,90174000.0,232787000.0,155301000.0
Taxes Refund Paid,-31940000.0,-36236000.0,-58628000.0,-65152000.0
Change In Working Capital,-678032000.0,-76127000.0,187180000.0,39450000.0
Change In Other Working Capital,-989507000.0,570066000.0,760393000.0,625268000.0
Change In Other Current Liabilities,3173785000.0,3413474000.0,1711882000.0,4160387000.0
Change In Other Current Assets,-3003557000.0,-3923561000.0,-2389431000.0,-4570266000.0
Change In Payables And Accrued Expense,-7194000.0,25086000.0,67975000.0,4526000.0
Change In Payable,-7194000.0,25086000.0,67975000.0,4526000.0
Change In Account Payable,-4779000.0,11295000.0,1382000.0,-46789000.0
Change In Tax Payable,32600000.0,14359000.0,59494000.0,66912000.0
Change In Income Tax Payable,32600000.0,14359000.0,59494000.0,66912000.0
Change In Receivables,148441000.0,-161192000.0,36361000.0,-180465000.0
Other Non Cash Items,94804000.0,25511000.0,165000.0,
Provisionand Write Offof Assets,-326000.0,162000.0,143000.0,694000.0
Asset Impairment Charge,13124000.0,14355000.0,1490000.0,-249000.0
Deferred Tax,31211000.0,7461000.0,-6060000.0,26129000.0
Deferred Income Tax,31211000.0,7461000.0,-6060000.0,26129000.0
Depreciation Amortization Depletion,10837000.0,7509000.0,6727000.0,4458000.0
Depreciation And Amortization,10837000.0,7509000.0,6727000.0,4458000.0
Operating Gains Losses,-39416000.0,-46131000.0,-53314000.0,2870000.0
Earnings Losses From Equity Investments,0.0,,,
Net Foreign Currency Exchange Gain Loss,-39416000.0,-46131000.0,-53314000.0,2870000.0
Net Income From Continuing Operations,175073000.0,193670000.0,155084000.0,147101000.0
