,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Tax Effect Of Unusual Items,-102343600.0,-66438380.0,0.0,0.0,
Tax Rate For Calcs,0.4,0.34,0.173703,0.149017,
Normalized EBITDA,2671851000.0,2645081000.0,4044477000.0,3532142000.0,
Total Unusual Items,-255859000.0,-195407000.0,1186550000.0,-169531000.0,
Total Unusual Items Excluding Goodwill,-255859000.0,-195407000.0,1186550000.0,-169531000.0,
Net Income From Continuing Operation Net Minority Interest,836177000.0,556731000.0,1476279000.0,1015744000.0,
Reconciled Depreciation,1086030000.0,1185212000.0,1150014000.0,1081099000.0,
Reconciled Cost Of Revenue,5483369000.0,5376732000.0,5216291000.0,4589655000.0,
EBITDA,2415992000.0,2449674000.0,4044477000.0,3532142000.0,
EBIT,1329962000.0,1264462000.0,2894463000.0,2451043000.0,
Net Interest Income,-569909000.0,-654969000.0,-744864000.0,-882937000.0,
Interest Expense,789391000.0,761688000.0,1107842000.0,1257431000.0,
Interest Income,443088000.0,368587000.0,362978000.0,374494000.0,
Normalized Income,989692400.0,685699620.0,1476279000.0,1015744000.0,
Net Income From Continuing And Discontinued Operation,836177000.0,556731000.0,1476279000.0,1015744000.0,
Total Expenses,6073632000.0,5680552000.0,5815012000.0,5075619000.0,
Total Operating Income As Reported,,,2531485000.0,2076549000.0,2412702000.0
Diluted Average Shares,330977000.0,333430000.0,346365492.0,272317426.0,
Basic Average Shares,330977000.0,333430000.0,346365492.0,272317426.0,
Diluted EPS,2.5264,1.6697,4.2622,3.73,
Basic EPS,2.5264,1.6697,4.2622,3.73,
Diluted NI Availto Com Stockholders,836177000.0,556731000.0,1476279000.0,1015744000.0,
Net Income Common Stockholders,836177000.0,556731000.0,1476279000.0,1015744000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,0.0,0.0,
Net Income,836177000.0,556731000.0,1476279000.0,1015744000.0,
Net Income Including Noncontrolling Interests,836177000.0,556731000.0,1476279000.0,1015744000.0,
Net Income Continuous Operations,836177000.0,556731000.0,1476279000.0,1015744000.0,
Tax Provision,-295606000.0,-53957000.0,310342000.0,177868000.0,
Pretax Income,540571000.0,502774000.0,1786621000.0,1193612000.0,
Other Non Operating Income Expenses,,2518000.0,1446441000.0,519569000.0,438823000.0
Special Income Charges,5960000.0,9477000.0,1244243000.0,475761000.0,
Other Special Charges,-5960000.0,-9477000.0,-1244243000.0,-475761000.0,
Net Non Operating Interest Income Expense,-569909000.0,-654969000.0,-744864000.0,-882937000.0,
Total Other Finance Cost,223606000.0,261868000.0,262811000.0,263087000.0,
Interest Expense Non Operating,789391000.0,761688000.0,1107842000.0,1257431000.0,
Interest Income Non Operating,443088000.0,368587000.0,362978000.0,374494000.0,
Operating Income,1358133000.0,1481482000.0,1076726000.0,1551947000.0,
Operating Expense,590263000.0,303820000.0,598721000.0,485964000.0,
Other Operating Expenses,-57819000.0,-285735000.0,-172546000.0,14165000.0,
Selling General And Administration,659204000.0,602630000.0,598721000.0,485964000.0,
Selling And Marketing Expense,292471000.0,262564000.0,255455000.0,221597000.0,
Gross Profit,1948396000.0,1785302000.0,1675447000.0,2037911000.0,
Cost Of Revenue,5483369000.0,5376732000.0,5216291000.0,4589655000.0,
Total Revenue,7431765000.0,7162034000.0,6891738000.0,6627566000.0,
Operating Revenue,7431765000.0,7162034000.0,6891738000.0,6627566000.0,
