,2026-03-31,2025-03-31,2024-03-31,2023-03-31,2022-03-31
Free Cash Flow,706783000.0,-94187000.0,1276644000.0,420401000.0,
Repurchase Of Capital Stock,-89431000.0,-502152000.0,-10482000.0,0.0,
Repayment Of Debt,-615086000.0,-1110720000.0,-812990000.0,-494266000.0,
Issuance Of Debt,1730703000.0,2476779000.0,573721000.0,875242000.0,
Capital Expenditure,-2518096000.0,-2783724000.0,-2489613000.0,-2571157000.0,
End Cash Position,95263000.0,898588000.0,204560000.0,273408000.0,
Beginning Cash Position,898588000.0,204560000.0,273408000.0,114903000.0,
Effect Of Exchange Rate Changes,-13542000.0,-30387000.0,-5757000.0,-4190000.0,
Changes In Cash,-789783000.0,724415000.0,-63091000.0,162695000.0,
Financing Cash Flow,200964000.0,-220552000.0,-1333266000.0,-572183000.0,
Net Other Financing Charges,-310000.0,2130000.0,711000.0,,
Cash Dividends Paid,-128680000.0,-407408000.0,-408165000.0,-375840000.0,
Common Stock Dividend Paid,-128680000.0,-407408000.0,-408165000.0,-375840000.0,
Net Common Stock Issuance,-89431000.0,-502152000.0,-10482000.0,0.0,
Common Stock Payments,-89431000.0,-502152000.0,-10482000.0,0.0,
Net Issuance Payments Of Debt,1115617000.0,1366059000.0,-239269000.0,380976000.0,
Net Long Term Debt Issuance,1115617000.0,1366059000.0,-239269000.0,380976000.0,
Long Term Debt Payments,-615086000.0,-1110720000.0,-812990000.0,-494266000.0,
Long Term Debt Issuance,1730703000.0,2476779000.0,573721000.0,875242000.0,
Investing Cash Flow,-4215626000.0,-1744570000.0,-2496082000.0,-2256680000.0,
Net Other Investing Changes,559000.0,,-8965000.0,-139000.0,-1196750000.0
Dividends Received Cfi,2716000.0,1959000.0,1156000.0,1723000.0,
Net Investment Purchase And Sale,-1710955000.0,1020012000.0,-8017000.0,307241000.0,
Sale Of Investment,,1020012000.0,,319078000.0,
Purchase Of Investment,-1710955000.0,0.0,-8017000.0,-11837000.0,
Net PPE Purchase And Sale,-1096054000.0,-1210233000.0,-985158000.0,-1191699000.0,
Sale Of PPE,10150000.0,17183000.0,9357000.0,5652000.0,
Purchase Of PPE,-1106204000.0,-1227416000.0,-994515000.0,-1197351000.0,
Capital Expenditure Reported,-1411892000.0,-1556308000.0,-1495098000.0,-1373806000.0,
Operating Cash Flow,3224879000.0,2689537000.0,3766257000.0,2991558000.0,
Taxes Refund Paid,-39030000.0,-22083000.0,-17889000.0,-60467000.0,
Interest Paid Cfo,-667470000.0,-546400000.0,-456637000.0,-310702000.0,
Change In Working Capital,163218000.0,-962938000.0,-1312947000.0,-1122244000.0,
Change In Other Current Liabilities,-30280000.0,19623000.0,41786000.0,-71077000.0,
Change In Other Current Assets,123644000.0,-691362000.0,-476698000.0,-330545000.0,
Change In Accrued Expense,-11640000.0,23662000.0,45674000.0,3376000.0,
Change In Payable,157683000.0,-13958000.0,-376713000.0,-322070000.0,
Change In Inventory,-84943000.0,-88213000.0,68182000.0,-52325000.0,
Change In Receivables,54937000.0,-164446000.0,-574594000.0,-326802000.0,
Other Non Cash Items,1280370000.0,1317945000.0,1337632000.0,1877599000.0,
Provisionand Write Offof Assets,52283000.0,36071000.0,37586000.0,34392000.0,
Deferred Tax,-59455000.0,102113000.0,1116528000.0,515412000.0,
Depreciation And Amortization,1086030000.0,1185212000.0,1150014000.0,1081099000.0,
Amortization Cash Flow,0.0,0.0,8800000.0,5642000.0,
Depreciation,1086030000.0,1185212000.0,1141214000.0,1075457000.0,
Gain Loss On Investment Securities,-122887000.0,463859000.0,-30517000.0,-34242000.0,
Net Income From Continuing Operations,836177000.0,556731000.0,1476279000.0,1015744000.0,
